114.3567712,30.52804539,5.346197527,-169,-15
114.3568423,30.52804333,10.39021125,-172,-5
114.3568565,30.52803058,10.34772354,-172,-5
114.3568663,30.52803848,16.01830266,-166,-7
114.3568657,30.52803795,22.2402744,-161,-20
114.3568665,30.52803712,28.4261626,-148,-43
114.3568629,30.52802236,34.50674664,-153,-61
114.3568581,30.52799334,40.54084026,-163,-48
114.3568523,30.52796634,46.55520363,-155,-36
114.356845,30.52792848,46.25346779,153,-71
114.3568354,30.5278747,52.02414753,-112,-61
114.3569,30.52787221,52.06601403,-132,-70
114.356911,30.52793303,46.32012257,-146,-46
114.3569219,30.52798565,40.54127422,-155,-36
114.3569263,30.5280101,34.56318722,-166,-14
114.356928,30.52802203,28.38789825,-169,-15
114.3569285,30.52802456,22.19364285,-153,-30
114.356929,30.52802223,15.97186244,-166,-7
114.3569301,30.52802048,10.71139005,-144,-29
114.3569862,30.52798006,9.448398403,-124,-13
114.3569854,30.52797582,15.69846933,-124,-13
114.3569861,30.52797984,21.91188233,-145,-27
114.3569865,30.52798216,28.18111069,-124,-13
114.3569841,30.52796909,34.25332848,-122,-29
114.3569818,30.52795888,40.32535494,-133,-38
114.3569775,30.52793725,40.19271966,-133,-21
114.3569739,30.52791764,46.24578194,-155,-36
114.3570287,30.5278604,45.89932694,-114,-19
114.3570373,30.52790478,39.97719157,-124,-13
114.3570393,30.52791613,33.96078785,-98,-13
114.3570408,30.52792436,27.81359656,-106,-1
114.3570425,30.52793058,21.63868947,-117,-1
114.3570411,30.52792543,15.32220487,-99,-10
114.3570408,30.52792311,9.052976742,-140,-1
114.3570942,30.52786042,27.31838478,-90,-1
114.3570941,30.52786026,21.07398561,-98,-13
114.357054,30.52789403,11.78483096,-121,-2
114.3570536,30.52789353,5.829489571,-117,-1
114.3570721,30.52784192,5.756615352,-106,-1
114.3570703,30.52784197,11.77225131,-106,-1
114.3570708,30.52784171,17.79925254,-94,-40
114.3570862,30.52778939,23.79653938,-82,-6
114.3570852,30.52778901,17.80691747,-82,-6
114.3570831,30.52778872,11.84390712,-82,-6
114.3570865,30.52778921,5.764280283,-82,-6
114.3570823,30.52773705,6.352661052,-79,-1
114.3570792,30.52774711,12.8328231,-82,-6
114.357081,30.52774199,19.25314881,-79,-1
114.3570819,30.52773973,25.6258334,-82,-6
114.3570827,30.52773461,31.99871087,-79,-1
114.3570817,30.52773844,38.42828068,-86,-18
114.3570198,30.52771525,44.82870216,-76,-32
114.3570249,30.52769831,38.38819995,-62,-34
114.3570287,30.52768453,31.98358817,-67,-1
114.3570291,30.52768078,25.57520674,-54,-1
114.3570294,30.52768188,19.19434709,-42,-1
114.3570287,30.527685,12.79375418,-42,-1
114.357029,30.52768125,6.385372737,-42,-1
114.3569757,30.52762687,6.231298574,-57,-34
114.356974,30.52763663,12.67537584,-29,-10
114.3569734,30.52763668,19.11185864,-42,-1
114.3569745,30.52763527,25.45663531,-39,-20
114.3569772,30.52762528,31.89688877,-42,-1
114.356971,30.52764623,38.34537043,-83,-57
114.3569614,30.52768007,44.78989001,-62,-34
114.3569427,30.52774344,51.28832459,-57,-59
114.3568794,30.527726,51.31929873,-57,-59
114.356896,30.5276661,44.79916868,-10,-39
114.3568939,30.52767497,44.78722412,-15,-53
114.3568937,30.52762786,39.61337801,-20,-29
114.3569002,30.52762377,38.44393947,-20,-29
114.356896,30.5276264,39.19572138,-20,-29
114.3569101,30.52761822,38.3504381,-43,-47
114.3569176,30.52759126,31.86626119,-31,-7
114.3569179,30.52759236,25.4854013,-35,-1
114.3569139,30.5276035,19.05332233,-28,-1
114.3569158,30.52759745,12.58114356,-31,-7
114.3569177,30.52759197,6.323475554,-25,-1
114.3568528,30.5275777,6.249229412,-11,-7
114.3568526,30.52757746,12.60218099,4,-7
114.3568497,30.52758837,19.05443259,-7,-1
114.3568516,30.52758125,25.44704468,14,-1
114.35685,30.52758616,31.86360046,4,-7
114.356839,30.52761459,38.34458822,-26,-43
114.3568413,30.52761827,38.78478076,-26,-43
114.3568427,30.52761397,38.31986953,-26,-43
114.3568282,30.527665,44.85193918,-22,-66
114.3568115,30.52772154,51.29833056,-19,-81
114.3567431,30.52771982,51.32197113,146,-85
114.3567618,30.52765589,44.84130449,-15,-53
114.3567736,30.52761403,38.38082051,-20,-29
114.3567824,30.52758591,31.88846725,-3,-30
114.3567828,30.52758216,25.48008639,1,-1
114.3567823,30.52758413,19.02387013,-39,-20
114.3567823,30.52758352,12.69882691,-33,-20
114.3567829,30.52758348,6.262343938,-35,-1
114.3567165,30.52757437,6.251715021,4,-20
114.3567169,30.52757241,12.70793129,4,-20
114.3567167,30.52757416,19.0885975,-18,-36
114.3567165,30.52757391,25.44154911,4,-20
114.3567157,30.52757795,31.93346136,-15,-53
114.3567076,30.52760663,38.31437523,3,-26
114.356687,30.527676,44.94217417,-22,-66
114.3566922,30.52765767,44.79899917,-22,-66
114.3566775,30.5277094,51.32425898,-19,-81
114.3566078,30.52771162,51.34440295,-19,-81
114.3566254,30.52765171,44.87171578,-10,-39
114.3566389,30.52760555,38.31971655,-10,-39
114.3566478,30.527574,31.98644349,4,-7
114.3566487,30.52756996,25.49453118,9,-1
114.3566491,30.52756906,19.08595652,-7,-1
114.3566482,30.52757132,12.71327175,4,-7
114.3566485,30.52756957,6.33260552,9,-17
114.3565801,30.52757019,6.282135885,30,-4
114.3565798,30.52757194,12.66280214,19,-18
114.35658,30.52757112,19.17464139,9,-8
114.35658,30.52757172,25.49968459,15,-7
114.3565793,30.52757377,31.96388236,4,-20
114.3565685,30.52760876,38.41657809,3,-40
114.356558,30.52764711,44.86532581,-15,-53
114.3564867,30.52765354,44.89040371,40,-25
114.3564951,30.52762857,38.48138276,43,-48
114.3564898,30.52764348,38.41024088,26,-25
114.3565037,30.5275976,31.98921888,15,-7
114.356499,30.52761079,32.02134038,20,-16
114.3565052,30.52759184,25.60057062,9,-1
114.3565058,30.52759179,19.16408741,20,-1
114.3565062,30.52758804,12.75570635,14,-1
114.3565052,30.5275923,6.410736557,43,-31
114.3564276,30.52762301,6.39642318,56,-10
114.356427,30.52762305,12.83290647,56,-10
114.3564253,30.52762996,19.27717848,59,-1
114.3564248,30.52763086,25.68575339,56,-1
114.3564246,30.52763261,32.06641991,59,-1
114.3564171,30.52765957,38.55060433,40,-25
114.3564035,30.52766932,33.2579148,66,-22
114.356398,30.52766889,26.99321948,56,-1
114.3563932,30.52766806,20.67335822,71,-1
114.3563959,30.52766828,14.08935061,78,-18
114.3563965,30.52766823,7.652867297,59,-1
114.3563736,30.52772248,8.10412951,66,-22
114.356373,30.52772252,14.54061285,56,-36
114.3563723,30.52772257,20.97709619,66,-22
114.3563726,30.5277226,27.46102692,66,-22
114.3563773,30.52772257,33.80879637,78,-30
114.3563949,30.52772522,39.7478893,66,-22
114.3564475,30.52773055,44.72848145,61,-46
114.3565184,30.52773848,49.21169056,38,-65
114.3565069,30.52779337,49.27665005,108,-74
114.3564348,30.52778522,44.84343424,100,-49
114.3563792,30.52777966,39.96291937,77,-42
114.3563593,30.52777732,34.0124636,101,-7
114.3563561,30.52777704,27.62860985,101,-7
114.3563551,30.52777645,21.25611906,101,-7
114.3563573,30.52777695,14.75564313,101,-7
114.3563584,30.52777662,8.235628004,78,-30
114.3563551,30.52783317,8.153427456,105,-18
114.3563545,30.52783321,14.58991082,97,-50
114.3563552,30.52783295,20.99030974,92,-24
114.3563566,30.52783382,27.49377976,108,-28
114.3563574,30.52783356,33.89417868,101,-7
114.3563832,30.52783639,39.64448094,109,-30
114.3564345,30.52784202,44.66115764,121,-52
114.3564941,30.52784868,49.46114077,132,-62
114.3563843,30.52789277,39.34968741,114,-41
114.3563634,30.52789056,33.42822178,113,-6
114.3563624,30.52788997,27.05573085,113,-6
114.3563632,30.52789078,20.59133952,140,-24
114.3563629,30.52789075,14.10740879,125,-27
114.356364,30.52789041,7.587393591,131,-16
114.3563752,30.52781165,36.34643488,101,-7
114.3563775,30.52780706,37.61753299,101,-7
114.3563761,30.52780993,36.82309667,101,-7
114.3564261,30.52776992,43.61495056,70,-1
114.3564352,30.5277698,44.08942515,70,-1
114.3564288,30.52776989,43.75729292,70,-1
114.3565704,30.52774566,51.15075911,62,-67
114.3566371,30.52775204,50.26578016,-17,-79
114.3567023,30.52775887,48.99751492,-112,-61
114.3567827,30.52776723,50.95149911,146,-85
114.3568508,30.52777375,50.44140915,153,-71
114.3569182,30.52778056,49.64145894,146,-85
114.3569774,30.52778689,47.12722365,-112,-61
114.3570283,30.52779247,43.14112003,-90,-29
114.3570792,30.52779748,38.94050929,-90,-29
114.3569696,30.52784264,47.20908674,-94,-40
114.3569083,30.52783633,49.25502743,-112,-61
114.3568414,30.52782923,49.97144638,153,-71
114.3567663,30.52782223,49.18809355,50,-78
114.356695,30.5278149,49.21035746,-42,-68
114.3566299,30.52780835,50.23620367,-132,-70
114.3565607,30.527801,50.72677533,26,-61
114.3566267,30.52786402,51.21259532,-132,-70
114.3566466,30.52788005,49.80637278,90,-90
