114.3566466,30.52788005,49.80637278,90,-90
114.3565717,30.52790044,49.2914464,90,-90
114.3563855,30.52792236,39.44827914,123,-29
114.3563872,30.52793248,33.32426866,126,-4
114.3563887,30.5279407,27.17707621,138,-3
114.3563904,30.52794493,20.9744517,140,-24
114.3563911,30.52794831,14.75228768,126,-4
114.3563906,30.527948,8.510775891,131,-16
114.3563912,30.52799392,5.37299998,153,-71
114.3564648,30.52798381,5.736617815,138,-3
114.3564663,30.52800207,9.104229475,145,-12
114.3564659,30.52799955,15.29848531,138,-3
114.3564636,30.52798934,21.37051289,140,-24
114.3564629,30.5279831,27.59286812,126,-4
114.3564626,30.52798143,33.75921625,140,-24
114.3564578,30.52796012,39.82064765,162,-31
114.3564512,30.52792342,45.7325203,131,-40
114.3565089,30.52788218,51.70926688,153,-71
114.3565192,30.52793651,45.89345716,132,-62
114.3565289,30.52798543,40.09525474,147,-37
114.3565345,30.52801643,34.13632234,145,-12
114.3565379,30.52803319,28.08345284,-171,-2
114.3565375,30.52803288,21.8419409,164,-44
114.3565379,30.52803255,15.64787656,149,-17
114.3565374,30.52803224,9.406364614,172,-22
114.3566047,30.52803848,9.464623353,175,-3
114.3566049,30.52803994,15.76175943,-170,-38
114.3566044,30.52804027,21.95582374,-176,-1
114.3566041,30.52803859,28.12217162,162,-19
114.3566024,30.52802666,34.29746102,-161,-25
114.3565968,30.52800052,40.28391707,-170,-38
114.3565942,30.52798375,46.384235,158,-58
114.3565882,30.52795529,46.10146524,177,-48
114.3565794,30.52790635,51.94711734,153,-71
114.3566445,30.52790615,52.04568551,153,-71
114.3566548,30.52795811,46.27135912,-179,-62
114.3566625,30.5279985,40.37883943,-179,-12
114.3566673,30.52802752,34.34474475,-171,-2
114.3566698,30.52803858,28.24481095,-171,-1
114.3566702,30.52804111,22.05055545,175,-1
114.3566699,30.52804165,15.78113576,-176,-24
114.35667,30.52803962,9.642886788,-175,-19
114.3566728,30.5280467,6.006413042,-179,-12
114.3567317,30.52803678,5.610893953,-176,-1
114.3567352,30.52803932,9.63455282,-179,-12
114.3567358,30.52804049,15.84815727,-175,-19
114.3567351,30.52803911,22.09803676,-166,-7
114.3567355,30.52803942,28.33954885,173,-35
114.3567332,30.52802636,34.41176604,-166,-14
114.3567262,30.52799281,40.40697152,162,-31
114.3567166,30.52794188,46.17745445,-179,-62
114.3567045,30.52787986,51.9373468,153,-71
114.3567701,30.52787807,51.96729793,-153,-61
114.3567813,30.52793903,46.25284827,-179,-62
114.3567875,30.5279712,46.50751946,-170,-38
114.3567921,30.52799165,40.4739985,-170,-36
114.356799,30.5280272,34.50650994,-170,-36
114.3568004,30.52804027,28.38684505,167,-1
114.3568011,30.5280388,22.13715686,-163,-46
114.3568016,30.52804133,15.94290145,-160,-5
114.356801,30.52804016,9.729296934,-179,-12
